SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
35,12:05:24,3/18/2025,Petals barcode,Shea Nolan,,18,A,bottom,0.008838,2.540344,0.008807,0.161228,1.283907,1.278052,3.079387,1.795481,12.747347,12.80574,30.713942,0.441786,7.5,45.18,44.98,23.13,24.46,24.46,100.26,120.4,119.6,0.7,2152,3.865,12:00:07,3/18/2025,0.14,1,0,0.001,-9999,0,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492091,2.503281,1.357953,0.842836,0.293906,0.01471,0.403882,1.97495,37.127136,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
36,12:06:11,3/18/2025,Petals barcode,Shea Nolan,,18,A,top,0.000352,2.540645,0.000352,0.007662,1.222681,1.222403,3.352901,2.13022,12.19248,12.195256,33.442478,0.441786,7.5,43.1,43.09,23.1,25.89,25.89,100.26,120.4,119.7,0.6,2151,3.864,12:00:07,3/18/2025,0.14,1,-0.003,0.004,-9999,0,0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489337,2.500207,1.358133,0.843226,0.29423,0.031792,0.405811,1.97474,37.160038,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
37,12:13:40,3/18/2025,Petals barcode,Shea Nolan,,19,A,bottom,0.014367,2.543539,0.014286,0.220768,1.18497,1.176962,2.704135,1.519165,11.73995,11.819823,26.973173,0.441786,7.5,42.03,41.75,23,22.31,22.31,100.25,120.7,119.7,0.8,1741,3.859,12:00:07,3/18/2025,0.14,1,-0.008,-0.004,-9999,-0.002,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487383,2.49864,1.359857,0.843207,0.295442,-0.008487,0.421039,1.618751,37.181137,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
38,12:14:22,3/18/2025,Petals barcode,Shea Nolan,,19,A,top,0.001628,2.539052,0.001627,0.023011,1.15204,1.151203,2.544097,1.392058,11.482859,11.491211,25.376518,0.441786,7.5,40.85,40.82,23,21.31,21.31,100.25,120.3,119.9,0.4,1309,3.858,12:13:55,3/18/2025,0.22,1,0,-0.001,-9999,0.005,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486012,2.496746,1.357185,0.843495,0.295385,-0.019791,0.422499,1.243347,37.179352,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
39,12:22:03,3/18/2025,Petals barcode,Shea Nolan,,20,A,bottom,0.011563,2.541915,0.01151,0.143461,1.160209,1.154999,2.387555,1.227346,11.521473,11.573443,23.816607,0.441786,7.5,44.26,44.06,21.8,20.28,20.28,100.25,120.5,119.7,0.7,200,3.853,12:13:55,3/18/2025,0.22,1,0,-0.004,-0.013,-0.003,0,-0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491058,2.502091,1.358889,0.843049,0.309941,-0.01756,0.433733,0.280315,36.859631,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
40,12:22:23,3/18/2025,Petals barcode,Shea Nolan,,20,A,top,0.01136,2.541964,0.011309,0.153522,1.08993,1.084351,2.426861,1.336931,10.817035,10.872688,24.209358,0.441786,7.5,41.71,41.5,21.75,20.54,20.54,100.24,120.5,119.8,0.6,51,3.852,12:13:55,3/18/2025,0.22,1,0,0,-9999,-0.004,-0.006,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.4873,2.498315,1.358918,0.843392,0.310615,-0.014001,0.434228,0.150867,36.839603,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
41,12:37:26,3/18/2025,Petals barcode,Shea Nolan,,21,A,bottom,0.000726,2.540347,0.000726,0.010506,1.028854,1.028472,2.454604,1.42575,10.261732,10.265547,24.49118,0.441786,7.5,37.49,37.47,22.55,20.73,20.73,100.22,120.4,119.8,0.5,199,3.84,12:13:55,3/18/2025,0.22,1,-0.002,-0.003,0.029,-0.001,-0.005,-0.009,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.481112,2.491763,1.357955,0.843399,0.300732,-0.02116,0.459854,0.279885,36.994816,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
42,12:38:00,3/18/2025,Petals barcode,Shea Nolan,,21,A,top,-0.006897,2.538882,-0.006916,-0.103365,1.012063,1.015829,2.483744,1.471681,10.136066,10.098492,24.783106,0.441786,7.5,37.04,37.18,22.48,20.92,20.92,100.22,120.3,120,0.3,1095,3.839,12:37:38,3/18/2025,0.04,1,0,-0.004,-9999,-0.004,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480686,2.491376,1.357084,0.843845,0.301627,-0.018173,0.460359,1.057672,36.922573,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
43,12:43:23,3/18/2025,Petals barcode,Shea Nolan,,22,A,bottom,0.002597,2.539238,0.002595,0.044926,1.031657,1.030021,2.734366,1.702709,10.277035,10.293359,27.282135,0.441786,7.5,38.25,38.19,22.27,22.49,22.49,100.23,120.3,119.8,0.4,2004,3.835,12:37:38,3/18/2025,0.04,1,0.002,0.004,0.013,-0.001,-0.003,0.002,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482257,2.493266,1.357296,0.843403,0.30423,0.002011,0.469902,1.847045,37.007332,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
44,12:43:41,3/18/2025,Petals barcode,Shea Nolan,,22,A,top,-0.004476,2.54302,-0.004484,-0.078444,0.979473,0.982324,2.700499,1.721026,9.801217,9.772768,26.944435,0.441786,7.5,36.34,36.45,22.25,22.29,22.29,100.22,120.6,119.8,0.7,745,3.834,12:37:38,3/18/2025,0.04,1,-0.004,0,-9999,-0.004,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479632,2.490358,1.359548,0.843295,0.304367,-0.000189,0.47033,0.753488,37.011623,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
45,12:46:50,3/18/2025,Petals barcode,Shea Nolan,,23,A,bottom,0.005469,2.539602,0.005457,0.119512,1.016575,1.012223,3.165606,2.149031,10.099936,10.143357,31.58633,0.441786,7.5,37.8,37.64,22.22,24.93,24.93,100.22,120.4,119.7,0.5,1915,3.833,12:37:38,3/18/2025,0.04,1,0.002,0.004,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.481431,2.492584,1.357512,0.84324,0.304782,0.030636,0.474077,1.769855,36.881805,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
46,12:47:18,3/18/2025,Petals barcode,Shea Nolan,,23,A,top,0.017977,2.538613,0.017851,0.285418,0.961695,0.95129,2.536124,1.57443,9.492229,9.596051,25.306141,0.441786,7.5,35.8,35.41,22.2,21.26,21.26,100.22,120.3,120.2,0.1,520,3.833,12:37:38,3/18/2025,0.04,1,0,0.002,-9999,0,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478071,2.489537,1.356925,0.844264,0.30502,-0.011175,0.47474,0.557982,36.888958,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
47,12:50:38,3/18/2025,Petals barcode,Shea Nolan,,24,A,bottom,-0.003838,2.536917,-0.003844,-0.059437,1.009829,1.011998,2.532603,1.522774,10.095421,10.073788,25.264572,0.441786,7.5,36.72,36.8,22.59,21.24,21.24,100.24,120.2,119.4,0.6,1638,3.83,12:37:38,3/18/2025,0.04,1,0.002,0,-9999,-0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480091,2.490866,1.355918,0.842444,0.300343,-0.015847,0.479401,1.528684,36.893608,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
48,12:51:16,3/18/2025,Petals barcode,Shea Nolan,,24,A,top,0.009381,2.539993,0.009347,0.162012,1.017045,1.011146,2.722184,1.70514,10.087272,10.146121,27.156734,0.441786,7.5,36.93,36.72,22.61,22.42,22.42,100.24,120.4,120.1,0.3,787,3.829,12:50:50,3/18/2025,0.11,1,0.001,0,-9999,0.001,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479959,2.491076,1.357744,0.843975,0.300053,-0.002792,0.480299,0.789928,36.874653,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
49,12:54:27,3/18/2025,Petals barcode,Shea Nolan,,25,A,bottom,0.0025,2.542021,0.002498,0.03986,0.990666,0.989216,2.561964,1.571298,9.868795,9.883259,25.559126,0.441786,7.5,35.61,35.56,22.78,21.43,21.43,100.24,120.5,119.7,0.7,1597,3.827,12:50:50,3/18/2025,0.11,1,0.002,0.004,-0.005,-0.001,0,0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478168,2.48902,1.358952,0.843241,0.298046,-0.015938,0.485282,1.492977,36.930084,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
50,12:55:02,3/18/2025,Petals barcode,Shea Nolan,,25,A,top,0.002531,2.542439,0.002528,0.041328,0.995789,0.994286,2.604661,1.608872,9.920094,9.935085,25.986969,0.441786,7.5,35.88,35.83,22.74,21.7,21.7,100.23,120.6,119.6,0.8,518,3.826,12:50:50,3/18/2025,0.11,1,0.001,-0.001,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478586,2.489445,1.359201,0.842972,0.29853,-0.012438,0.485878,0.55618,36.849258,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
51,12:58:26,3/18/2025,Petals barcode,Shea Nolan,,26,A,bottom,0.006513,2.540385,0.006496,0.105809,1.015398,1.011546,2.618382,1.602984,10.09152,10.129945,26.121847,0.441786,7.5,37.1,36.96,22.51,21.78,21.78,100.24,120.4,119.9,0.5,2036,3.824,12:50:50,3/18/2025,0.11,1,-0.001,0,0.009,-0.004,0,-0.007,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480355,2.491364,1.357977,0.843498,0.30131,-0.008812,0.488974,1.874598,36.70192,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
52,12:59:10,3/18/2025,Petals barcode,Shea Nolan,,26,A,top,-0.006145,2.53858,-0.00616,-0.121083,1.018171,1.022583,2.949406,1.931235,10.201478,10.157457,29.423811,0.441786,7.5,37.31,37.47,22.46,23.75,23.75,100.24,120.3,119.9,0.3,1446,3.822,12:50:50,3/18/2025,0.11,1,-0.002,-0.001,-9999,0.003,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.481126,2.491682,1.356905,0.843663,0.301851,0.014104,0.489755,1.362352,36.665081,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
53,13:02:53,3/18/2025,Petals barcode,Shea Nolan,,27,A,bottom,0.005049,2.543832,0.005039,0.117832,1.086287,1.08201,3.378371,2.292084,10.79398,10.836645,33.702145,0.441786,7.5,39.31,39.15,22.67,26.02,26.02,100.24,120.7,119.9,0.6,2078,3.82,12:50:50,3/18/2025,0.11,1,0.005,0.001,-9999,0.001,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483608,2.494672,1.360032,0.843647,0.299374,0.038361,0.496748,1.910694,36.840321,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
54,13:04:05,3/18/2025,Petals barcode,Shea Nolan,,27,A,top,0.00297,2.541528,0.002966,0.065471,1.032209,1.029828,3.197925,2.165716,10.274007,10.297761,31.903873,0.441786,7.5,37.17,37.09,22.75,25.1,25.1,100.24,120.5,120,0.4,1910,3.818,13:03:05,3/18/2025,0.04,1,-0.002,0,-9999,0.002,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480488,2.491517,1.358658,0.843809,0.298419,0.026519,0.498503,1.764754,36.83746,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
55,13:07:51,3/18/2025,Petals barcode,Shea Nolan,,28,A,bottom,-0.004436,2.540102,-0.004444,-0.070301,1.038153,1.040712,2.595279,1.557125,10.381843,10.356315,25.889744,0.441786,7.5,36.2,36.29,23.28,21.64,21.64,100.24,120.4,119.7,0.6,145,3.812,13:03:05,3/18/2025,0.04,1,-0.001,0.002,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479179,2.48993,1.35781,0.843094,0.29214,-0.019318,0.502551,0.233041,36.993027,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
56,13:08:16,3/18/2025,Petals barcode,Shea Nolan,,28,A,top,0.009816,2.542962,0.009778,0.1565,1.069409,1.063725,2.644025,1.574615,10.611753,10.66846,26.376875,0.441786,7.5,37.36,37.16,23.25,21.94,21.94,100.24,120.6,119.8,0.7,1169,3.815,13:03:05,3/18/2025,0.04,1,0,-0.003,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480495,2.491698,1.359513,0.843335,0.292487,-0.01555,0.502881,1.121432,36.959766,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
57,13:11:06,3/18/2025,Petals barcode,Shea Nolan,,29,A,bottom,-0.004403,2.538964,-0.004411,-0.07302,1.118687,1.121344,2.746238,1.627551,11.18679,11.160275,27.397102,0.441786,7.5,38.62,38.71,23.45,22.56,22.56,100.24,120.3,119.8,0.4,1811,3.814,13:03:05,3/18/2025,0.04,1,0,0.002,0.006,-0.004,-0.005,-0.008,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48278,2.493567,1.357133,0.843342,0.2902,-0.010768,0.50493,1.679132,36.770939,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
58,13:11:36,3/18/2025,Petals barcode,Shea Nolan,,29,A,bottom,-0.008242,2.542665,-0.008269,-0.1363,1.169922,1.174868,2.789693,1.619772,11.719999,11.67065,27.828821,0.441786,7.5,40.49,40.66,23.4,22.82,22.82,100.24,120.6,119.7,0.7,1697,3.814,13:03:05,3/18/2025,0.04,1,0,-0.001,-9999,0.003,0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485686,2.496386,1.359336,0.843204,0.290675,-0.007355,0.505937,1.579941,36.771656,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
59,13:12:04,3/18/2025,Petals barcode,Shea Nolan,,29,A,top,0.004735,2.540027,0.004726,0.084107,1.070722,1.067661,2.820048,1.749327,10.650434,10.680967,28.131351,0.441786,7.5,37.12,37.02,23.37,23,23,100.25,120.4,119.8,0.5,1454,3.813,13:03:05,3/18/2025,0.04,1,-0.003,-0.003,0.007,0,0.004,0.007,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480256,2.491316,1.357765,0.843313,0.291034,-0.004962,0.506772,1.369393,36.79776,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
60,13:14:54,3/18/2025,Petals barcode,Shea Nolan,,30,A,bottom,-0.001381,2.540787,-0.001381,-0.027962,1.135961,1.136978,3.121975,1.986014,11.34148,11.331341,31.14205,0.441786,7.5,39.47,39.51,23.34,24.69,24.69,100.25,120.5,119.6,0.7,1989,3.811,13:03:05,3/18/2025,0.04,1,0.005,0.003,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483991,2.494876,1.358217,0.842999,0.291457,0.014951,0.510237,1.834074,36.83424,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
61,13:15:42,3/18/2025,Petals barcode,Shea Nolan,,30,A,top,0.008948,2.541217,0.008917,0.139739,1.175811,1.170735,2.716332,1.54052,11.678535,11.729172,27.096457,0.441786,7.5,41.03,40.85,23.27,22.38,22.38,100.25,120.5,119.8,0.6,128,3.81,13:15:07,3/18/2025,0.05,1,0.008,0.004,-9999,-0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485999,2.497206,1.358473,0.843295,0.292261,-0.010767,0.510721,0.217793,36.779881,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
62,13:18:21,3/18/2025,Petals barcode,Shea Nolan,,31,A,bottom,0.000434,2.538329,0.000434,0.008761,1.060179,1.05986,3.04322,1.983041,10.574515,10.577699,30.363049,0.441786,7.5,36.57,36.56,23.46,24.27,24.27,100.23,120.3,119.6,0.5,1659,3.808,13:15:07,3/18/2025,0.05,1,-0.005,-0.003,0.022,0.003,-0.001,-0.005,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479541,2.490431,1.356756,0.843009,0.290024,0.008561,0.513607,1.547225,36.770226,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
63,13:19:07,3/18/2025,Petals barcode,Shea Nolan,,31,A,top,0.023794,2.538286,0.023573,0.387143,0.992976,0.978864,2.60935,1.616374,9.766907,9.907718,26.03557,0.441786,7.5,34.33,33.84,23.42,21.73,21.73,100.22,120.3,119.9,0.3,146,3.807,13:15:07,3/18/2025,0.05,1,0.004,0.003,0.014,-0.005,-0.005,-0.009,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.475432,2.487014,1.35673,0.843507,0.290489,-0.019957,0.514073,0.233198,36.682964,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
64,13:21:55,3/18/2025,Petals barcode,Shea Nolan,,32,A,bottom,-0.001918,2.539164,-0.001919,-0.032541,0.957581,0.958767,2.626881,1.6693,9.565505,9.553672,26.208075,0.441786,7.5,32.67,32.71,23.64,21.83,21.83,100.23,120.3,119.7,0.5,185,3.807,13:15:07,3/18/2025,0.05,1,0.001,0,-9999,-0.001,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.473656,2.484404,1.357251,0.843121,0.287951,-0.021257,0.518092,0.267522,36.821724,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
65,13:22:27,3/18/2025,Petals barcode,Shea Nolan,,32,A,top,0.003278,2.539717,0.003273,0.06914,1.181688,1.179175,3.251905,2.070217,11.764776,11.789853,32.444675,0.441786,7.5,40.34,40.25,23.63,25.38,25.38,100.23,120.4,120,0.3,130,3.806,13:15:07,3/18/2025,0.05,1,-0.001,-0.003,0.005,0,0.002,0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485031,2.496093,1.35758,0.843858,0.288038,0.019509,0.51848,0.219389,36.751984,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
66,13:25:25,3/18/2025,Petals barcode,Shea Nolan,,33,A,bottom,0.000765,2.541079,0.000765,0.014017,1.070597,1.070088,2.871703,1.801105,10.676667,10.681752,28.652058,0.441786,7.5,36.07,36.05,23.85,23.3,23.3,100.23,120.5,119.8,0.6,1602,3.804,13:15:07,3/18/2025,0.05,1,0,0.002,-9999,0.004,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478695,2.489588,1.35839,0.843367,0.285524,-0.007072,0.521277,1.497846,36.686539,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
67,13:26:07,3/18/2025,Petals barcode,Shea Nolan,,33,A,top,0.000508,2.540872,0.000508,0.009857,1.024619,1.02426,2.930842,1.906224,10.220092,10.22367,29.244013,0.441786,7.5,34.55,34.53,23.84,23.64,23.64,100.22,120.5,119.7,0.6,1357,3.803,13:25:37,3/18/2025,-0.01,1,-0.002,0,0.011,-0.001,0.001,0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476402,2.487357,1.358268,0.843131,0.285685,-0.003038,0.521363,1.284718,36.581757,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
68,13:28:42,3/18/2025,Petals barcode,Shea Nolan,,34,A,bottom,-0.008675,2.53966,-0.008705,-0.158171,1.065154,1.070911,2.850645,1.785491,10.685441,10.628004,28.443453,0.441786,7.5,35.74,35.94,23.92,23.18,23.18,100.22,120.4,119.8,0.4,1335,3.801,13:25:37,3/18/2025,-0.01,1,0,-0.004,-9999,0,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478513,2.489176,1.357546,0.843466,0.284789,-0.009212,0.524364,1.265685,36.617161,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
69,13:29:09,3/18/2025,Petals barcode,Shea Nolan,,34,A,top,-0.003599,2.539957,-0.003604,-0.070771,1.109706,1.11228,3.036916,1.92721,11.098298,11.072616,30.302267,0.441786,7.5,37.24,37.32,23.92,24.23,24.23,100.22,120.4,119.9,0.4,835,3.8,13:25:37,3/18/2025,-0.01,1,0,-0.002,-9999,0.001,0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.4806,2.49145,1.357723,0.843619,0.284779,0.002851,0.524957,0.831756,36.632896,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
70,13:31:48,3/18/2025,Petals barcode,Shea Nolan,,35,A,bottom,0.006845,2.540426,0.006827,0.136127,1.017845,1.012891,2.97622,1.958375,10.10804,10.157472,29.700871,0.441786,7.5,33.96,33.79,24.01,23.9,23.9,100.21,120.4,119.7,0.6,1973,3.799,13:25:37,3/18/2025,-0.01,1,0.005,0.003,0.003,-0.005,-0.002,-0.006,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.475234,2.486413,1.358002,0.843143,0.283678,-0.002153,0.527375,1.81972,36.648273,0.000135,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
71,13:32:19,3/18/2025,Petals barcode,Shea Nolan,,35,A,top,-0.003975,2.539351,-0.003982,-0.087269,1.018996,1.022174,3.169516,2.150521,10.200417,10.168705,31.629059,0.441786,7.5,34.02,34.12,24,24.95,24.95,100.21,120.3,119.9,0.4,1669,3.798,13:25:37,3/18/2025,-0.01,1,-0.001,-0.002,-9999,0,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.475744,2.48651,1.357363,0.843552,0.283806,0.010146,0.527736,1.556015,36.633255,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
